math,2,m016,7 × 7 ＝ ？,42,46,48,49,3,7×7＝49だよ,normal
math,2,m017,3 × 9 ＝ ？,24,25,27,28,2,3×9＝27だよ,normal
math,2,m018,25 ＋ 37 ＝ ？,50,60,62,64,2,25たす37は62だよ,normal
math,2,m019,73 ー 28 ＝ ？,43,44,45,46,2,73から28をひくと45だよ,normal
math,2,m020,5 × 8 ＝ ？,36,38,40,42,2,5×8＝40だよ,normal
math,2,m021,48 ＋ 35 ＝ ？,81,82,83,84,2,48たす35は83だよ,normal
math,2,m022,6 × 6 ＝ ？,32,34,36,38,2,6×6＝36だよ,normal
math,2,m023,7 × 8 ＝ ？,52,54,56,58,2,7×8＝56だよ,hard
math,2,m024,9 × 9 ＝ ？,78,80,81,83,2,9×9＝81だよ,hard
math,2,m025,200 ー 73 ＝ ？,127,128,137,130,0,200から73をひくと127だよ,hard
math,2,m026,4 × 9 ＝ ？,34,36,38,40,1,4×9＝36だよ,hard
math,2,m027,8 × 8 ＝ ？,60,62,64,66,2,8×8＝64だよ,hard
math,2,m028,9 × 7 ＝ ？,61,62,63,64,2,9×7＝63だよ,hard
japanese,2,j005,「大きい」の読みかたは？,おおきい,ちいさい,たかい,ながい,0,大きいはおおきいとよむよ,easy
japanese,2,j006,「小さい」の読みかたは？,おおきい,ちいさい,やすい,はやい,1,小さいはちいさいとよむよ,easy
japanese,2,j007,「学校」の読みかたは？,がっこ,がっこう,がくこう,がくこ,1,学校はがっこうとよむよ,easy
japanese,2,j008,「先生」の読みかたは？,せんせい,さんせい,せんさい,さんさい,0,先生はせんせいとよむよ,easy
japanese,2,j009,「おおきい」のはんたいは？,たかい,おもい,ちいさい,ながい,2,おおきいのはんたいはちいさいだよ,easy
japanese,2,j010,「あつい」のはんたいは？,つめたい,さむい,つよい,やわらかい,0,あついのはんたいはつめたいだよ,easy
japanese,2,j011,「はやい」のはんたいは？,おそい,やわらかい,ながい,かるい,0,はやいのはんたいはおそいだよ,easy
japanese,2,j012,「森」の読みかたは？,うみ,もり,やま,さと,1,森はもりとよむよ,normal
japanese,2,j013,「川」の読みかたは？,うみ,かわ,いけ,やま,1,川はかわとよむよ,normal
japanese,2,j014,「石」の読みかたは？,いわ,いし,つち,すな,1,石はいしとよむよ,normal
japanese,2,j015,「たのしい」のはんたいは？,うれしい,かなしい,つまらない,さびしい,2,たのしいのはんたいはつまらないだよ,normal
japanese,2,j016,「明るい」の読みかたは？,あかるい,くらい,たかい,はやい,0,明るいはあかるいとよむよ,normal
japanese,2,j017,「空」の読みかたは？,うみ,かわ,そら,やま,2,空はそらとよむよ,normal
japanese,2,j018,「虫」の読みかたは？,むし,とり,さかな,けもの,0,虫はむしとよむよ,normal
japanese,2,j019,「長い」の読みかたは？,みじかい,ながい,おもい,かるい,1,長いはながいとよむよ,normal
japanese,2,j020,「電車」の読みかたは？,でんちゃ,でんしゃ,でんじゃ,でんか,1,電車はでんしゃとよむよ,hard
japanese,2,j021,「正しい」の読みかたは？,ただしい,まさしい,よろしい,ただいい,0,正しいはただしいとよむよ,hard
japanese,2,j022,「親切」の読みかたは？,おやせつ,しんせつ,おやきり,しんきり,1,親切はしんせつとよむよ,hard
japanese,2,j023,「話す」の読みかたは？,はなす,よむ,かく,きく,0,話すははなすとよむよ,hard
japanese,2,j024,「読む」の読みかたは？,はなす,よむ,かく,きく,1,読むはよむとよむよ,hard
english,2,e005,青は英語で？,red,blue,green,yellow,1,青はblueだよ,easy
english,2,e006,大きいは英語で？,small,big,long,short,1,大きいはbigだよ,easy
english,2,e007,魚は英語で？,bird,fish,cat,dog,1,魚はfishだよ,easy
english,2,e008,月曜日は英語で？,Sunday,Monday,Tuesday,Wednesday,1,月曜日はMondayだよ,normal
english,2,e009,りんごは英語で？,orange,banana,apple,grape,2,りんごはappleだよ,normal
english,2,e010,7・8・9を英語で？,seven eight nine,five six seven,six seven eight,eight nine ten,0,7はseven 8はeight 9はnineだよ,normal
english,2,e011,白は英語で？,black,gray,white,pink,2,白はwhiteだよ,hard
english,2,e012,「Good morning」のいみは？,こんばんは,おはよう,こんにちは,さようなら,1,Good morningはおはようのいみだよ,hard
japanese,2,j025,「かわ」をかんじで かいてね！,川,,,,0,川はかわとよむよ,easy,write
japanese,2,j026,「やま」をかんじで かいてね！,山,,,,0,山はやまとよむよ,easy,write
japanese,2,j027,「き」をかんじで かいてね！,木,,,,0,木はきとよむよ,easy,write
japanese,2,j028,「ひ」をかんじで かいてね！,火,,,,0,火はひとよむよ,easy,write
japanese,2,j029,「みず」をかんじで かいてね！,水,,,,0,水はみずとよむよ,easy,write
japanese,2,j030,「ほし」をかんじで かいてね！,星,,,,0,星はほしとよむよ,normal,write
japanese,2,j031,「うみ」をかんじで かいてね！,海,,,,0,海はうみとよむよ,normal,write
japanese,2,j032,「はる」をかんじで かいてね！,春,,,,0,春ははるとよむよ,normal,write
japanese,2,j033,「なつ」をかんじで かいてね！,夏,,,,0,夏はなつとよむよ,normal,write
japanese,2,j034,「かぜ」をかんじで かいてね！,風,,,,0,風はかぜとよむよ,normal,write
japanese,2,j035,「ゆき」をかんじで かいてね！,雪,,,,0,雪はゆきとよむよ,hard,write
japanese,2,j036,「とり」をかんじで かいてね！,鳥,,,,0,鳥はとりとよむよ,hard,write
japanese,2,j037,「あき」をかんじで かいてね！,秋,,,,0,秋はあきとよむよ,hard,write
japanese,2,j038,「ふゆ」をかんじで かいてね！,冬,,,,0,冬はふゆとよむよ,hard,write
japanese,2,j039,「ひかり」をかんじで かいてね！,光,,,,0,光はひかりとよむよ,hard,write
